company_id,year,return_on_equity_pct,return_on_capital_employed_pct,net_profit_margin_pct,operating_profit_margin_pct,debt_to_equity,interest_coverage,asset_turnover,sales,net_profit,eps,dividend_payout,net_cash_flow,market_cap_crore,pe_ratio,pb_ratio,dividend_yield_pct,broad_sector,peer_group_name,composite_quality_score
INDIGO,2016.0,1534.775888717156,0.0,12.304832713754648,80.39653035935564,0.061823802163833076,25.23495145631068,82.34693877551021,16140.0,1986.0,55.0,27.0,559.0,,,,,Consumer Discretionary,,0
HAL,2018.0,1528.4615384615386,0.0,10.729521032453155,18.683514228630056,0.023076923076923078,120.6,111.56024096385542,18519.0,1987.0,30.0,54.0,-2680.0,,,,,Industrials,,0
INDIGO,2024.0,892.568306010929,0.0,11.852722628584697,76.29890862649484,0.018579234972677595,22.612639724849526,56.38625204582652,68904.0,8167.0,212.0,0.0,-555.0,1040632.92,76.23,7.87,4.27,Consumer Discretionary,,0
PNB,2013.0,812.2977346278317,0.0,11.655174014998492,,10.833333333333334,,5.626518615284128,43071.0,5020.0,28.0,19.0,-1987.0,,,,,Financials,Public Sector Banks,0
LT,2013.0,395.1456310679612,0.0,7.1090747856931715,15.309166151613685,0.17475728155339806,2.9980611805256356,31.969931271477662,74426.0,5291.0,38.0,22.0,152.0,,,,,Industrials,,0
PNB,2014.0,393.3618843683083,0.0,8.172071711375061,,10.822269807280515,,3.895840554592721,44958.0,3674.0,20.0,10.0,18733.0,,,,,Financials,Public Sector Banks,0
LICI,2019.0,324.32098765432096,0.0,0.4596611071061123,1.0358560160137742,332.59382716049384,,0.16675415179930025,571508.0,2627.0,,2.0,9210.0,166637.32,53.3,0.6,0.77,Financials,Life Insurance,0
LT,2014.0,303.41614906832297,0.0,5.743410068897406,16.561243445340608,0.06832298136645963,2.374961502925778,31.903225806451612,85054.0,4885.0,35.0,27.0,483.0,,,,,Industrials,,0
LICI,2020.0,270.45908183632736,0.0,0.43149911709867,-1.1061344525772918,252.90818363273453,,0.1794493681700332,628043.0,2710.0,,2.0,-4712.0,196576.3,20.36,2.12,1.11,Financials,Life Insurance,0
LT,2015.0,245.11352418558738,0.0,5.401995017894244,17.06099272264465,0.10760118460019744,2.3542526837324527,30.869375419744795,91929.0,4966.0,34.0,32.0,1759.0,,,,,Industrials,,0
PNB,2015.0,223.2425585813806,0.0,7.236707041675221,,10.437618746041798,,2.5589703178355663,48710.0,3525.0,18.0,18.0,11393.0,,,,,Financials,Public Sector Banks,0
LT,2016.0,216.09411764705882,0.0,4.541049425446491,15.314174956982654,0.02588235294117647,2.4213654152775765,32.23525661459993,101122.0,4592.0,31.0,40.0,-613.0,,,,,Industrials,,0
LT,2019.0,208.80850194154914,0.0,7.555834935660405,16.910220381600354,0.0,2.737659278295321,20.29111644657863,135220.0,10217.0,63.0,28.0,-338.0,685872.93,60.92,9.78,0.34,Industrials,,0
LT,2018.0,207.3575129533679,0.0,6.687666585897746,16.8035560605934,0.0,2.7969924812030076,22.42514521266629,119683.0,8004.0,53.0,30.0,3254.0,,,,,Industrials,,0
LT,2017.0,206.29770992366412,0.0,5.933474824355972,15.20418618266979,0.0,2.6484111875823695,24.748019017432647,109312.0,6486.0,43.0,22.0,-245.0,,,,,Industrials,,0
LT,2020.0,201.59141376757955,0.0,7.489756070731238,16.880482908450897,0.1687638786084382,2.501406405952273,16.500510493477027,145452.0,10894.0,68.0,26.0,4658.0,606183.52,18.62,6.6,3.85,Industrials,,0
LT,2021.0,176.90306681270536,0.0,9.502202545981364,17.252664014296325,0.1092552026286966,2.6868936170212767,12.701195591257239,135979.0,12921.0,82.0,44.0,2049.0,690472.41,13.01,9.07,3.34,Industrials,,0
HINDUNILVR,2013.0,133.99650959860384,0.0,14.216412383350615,84.37268552806991,0.008726003490401396,20.302760463045413,2.2332120410188554,27004.0,3839.0,18.0,104.0,-480.0,,,,,Consumer Staples,FMCG,0
NESTLEIND,2023.0,121.96014640097602,0.0,15.680225870542715,23.376555474223572,0.11020740138267589,38.54621848739496,2.130081300813008,19126.0,2999.0,31.0,56.0,29.0,1811624.04,11.53,1.76,4.1,Consumer Staples,FMCG,0
INDIGO,2019.0,120.93023255813952,0.0,0.547426044846826,100.52988033828123,0.6821705426356589,21.620377358490565,76.39946380697052,28497.0,156.0,4.0,123.0,42.0,1427895.35,60.24,6.95,3.21,Consumer Discretionary,,0
NESTLEIND,2024.0,117.75449101796407,0.0,16.12281708616873,23.829630236943512,0.10329341317365269,41.186206896551724,2.318160220469448,24394.0,3933.0,41.0,79.0,-198.0,1677775.19,54.96,14.34,3.85,Consumer Staples,FMCG,0
HINDUNILVR,2014.0,111.84619734238055,0.0,13.532188547581583,83.72100978312923,0.013005371783997738,30.9229797979798,2.125490766322524,29234.0,3956.0,18.0,71.0,383.0,,,,,Consumer Staples,FMCG,0
NESTLEIND,2021.0,108.83864337101747,0.0,14.368089003459739,24.163896614883658,0.1366906474820144,17.07920792079208,1.790259897983969,14741.0,2118.0,22.0,91.0,-1704.0,1425221.19,20.87,13.55,0.43,Consumer Staples,FMCG,0
HINDUNILVR,2015.0,108.66650111745717,0.0,13.68697610409108,83.07268860252721,0.010677924012912838,21.312750601443465,2.2156618156618157,31972.0,4376.0,20.0,74.0,-33.0,,,,,Consumer Staples,FMCG,0
NESTLEIND,2020.0,103.12035661218424,0.0,15.595505617977528,23.98501872659176,0.07280832095096583,20.414634146341463,1.6898734177215189,13350.0,2082.0,22.0,93.0,177.0,1106130.85,79.55,5.8,1.48,Consumer Staples,FMCG,0
NESTLEIND,2019.0,102.60688216892598,0.0,15.910744603444094,23.655913978494624,0.09854014598540146,24.5968992248062,1.7243831033040569,12369.0,1968.0,20.0,168.0,-1223.0,1166468.62,64.83,4.06,1.83,Consumer Staples,FMCG,0
NESTLEIND,2022.0,97.23464823098821,0.0,14.150440906669823,21.932887494821564,0.11020740138267589,24.6,1.8818353936964027,16897.0,2391.0,25.0,89.0,223.0,1676726.13,46.21,9.96,1.32,Consumer Staples,FMCG,0
