metric,P10,P25,P50,P75,P90,Mean,Std
return_on_equity_pct,0.08343696251305772,0.11669318442398438,0.16274382099938584,0.24443069922716434,0.4610190306267953,1.161365517170118,6.14371430356962
return_on_capital_employed_pct,0.03354160730583681,0.10589263718361346,0.19446975695015012,0.3098033093974399,1.1071089430175434,1.707340977155565,7.578695255766394
debt_to_equity,0.014241577340218858,0.04693469753764022,0.40130924167303683,1.6178558202347761,6.490521538163153,1.7149689712667848,3.004494884590666
operating_profit_margin_pct,9.73305359690049,15.967745209774625,24.75612218485517,37.37679942089216,83.78007352115448,33.33194847469304,27.05423771965781
net_profit_margin_pct,4.596904341492572,7.232424227856129,13.935160470145405,20.119487495628032,28.989683010911534,19.377497683826086,43.62464019818156
revenue_cagr_5yr,5.707388287547915,8.398437919098868,11.63380022632805,17.115610089960743,21.476546507610237,13.19943146917277,8.51627419459658
pat_cagr_5yr,4.053708944350912,9.33817057621025,16.025039901446004,23.77712800024647,38.751325521252106,20.599958549222816,21.309261083829192
free_cash_flow,-13709.699999999999,-363.75,1256.0,9229.0,20904.899999999994,1497.7142857142858,22638.294332127614
