company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,return_on_assets_pct,return_on_capital_employed_pct,quality_score,quality_rank
NESTLEIND,2021.0,14.368089003459739,24.163896614883658,108.83864337101747,0.1366906474820144,17.07920792079208,1.790259897983969,25.722613553558414,0.0,148.92934592803562,6.0
NESTLEIND,2019.0,15.910744603444094,23.655913978494624,102.60688216892598,0.09854014598540146,24.5968992248062,1.7243831033040569,27.436219155165205,0.0,145.9538459275353,7.0
NESTLEIND,2020.0,15.595505617977528,23.98501872659176,103.12035661218424,0.07280832095096583,20.414634146341463,1.6898734177215189,26.354430379746834,0.0,145.0702926099086,6.0
LT,2024.0,7.031246466738726,13.506668535997433,77.66510140873214,0.10345688880007993,3.5441547518923464,8.027628521638107,56.44423467905896,0.0,141.14058255452983,6.0
NESTLEIND,2022.0,14.150440906669823,21.932887494821564,97.23464823098821,0.11020740138267589,24.6,1.8818353936964027,26.628800534580687,0.0,138.01388967223872,5.0
LT,2023.0,6.834805089968965,14.817198553515034,75.52434908389586,0.09287608486017358,3.1823186871360507,7.8080575784676975,53.36655168008176,0.0,135.72570585394658,5.0
HINDUNILVR,2020.0,16.982128044642185,75.21303069150139,82.09989063069631,0.0,70.62971698113208,1.974048528755024,33.52354488165534,0.0,132.60556355699384,7.0
LT,2022.0,6.656614767347513,15.534017799528499,72.92133258678611,0.018057110862262037,2.8887926367081755,7.608448376433988,50.64650981917169,0.0,130.22445717330532,6.0
HINDUNILVR,2019.0,15.41592470109387,77.41032816077335,77.03063429515699,0.01258421253336723,94.57453416149069,2.1101508400880347,32.52992645874711,0.0,124.97648545499797,8.0
LTIM,2014.0,20.243902439024392,23.3130081300813,61.86335403726708,0.06832298136645963,44.0,1.8454613653413354,37.35933983495874,0.0,119.46659631125021,7.0
HINDUNILVR,2018.0,14.705303136868759,78.90279926853285,71.78958934212334,0.0,79.5099150141643,1.989978725786586,29.26324039861158,0.0,115.75813287760369,6.0
ADANIPOWER,2024.0,41.36759945184802,36.20186292228556,48.27674122146251,0.8023177656738903,8.297225501770956,0.5472399439185297,22.638002804073516,0.0,112.28234347738405,7.0
HINDUNILVR,2017.0,13.539593510644716,80.91791809902901,66.57769869513642,0.041073546856465006,44.31188118811881,2.111422386349166,28.587800840443144,0.0,108.70509304622428,6.0
VEDL,2013.0,82.93925063659513,16.915241906147692,13.047210300429185,0.2769098712446352,1.048421052631579,0.11932977384208013,9.897122021096497,0.0,105.88358295812081,7.0
BRITANNIA,2023.0,14.207717317955954,17.36703269738053,65.53480475382003,0.8480475382003395,20.284023668639055,1.743236017538231,24.767404555662495,0.0,104.50992662743847,6.0
HINDUNILVR,2016.0,12.896911700739452,81.63797924563475,63.15228966986155,0.026928343222272933,54.10288065843621,2.175758804840127,28.06056918812952,0.0,104.10977055873053,6.0
TCS,2024.0,19.136712150207767,26.690688396923118,50.944313673485176,0.0886406082507266,87.09511568123393,1.6559406621205455,31.689259788825343,0.0,101.7702856125183,8.0
COALINDIA,2019.0,17.536601530335588,74.88904062820076,66.01398601398601,0.08353808353808354,12.787795680493657,0.7486487096022433,13.128754106494464,0.0,96.67934165081607,9.0
TCS,2023.0,18.763139919630266,26.283831134845514,46.7829337344068,0.08502167566132886,80.49807445442876,1.5781854835887132,29.61171504770438,0.0,95.15778870174144,7.0
TORNTPHARM,2016.0,25.915956333183786,40.87034544638852,49.59931310818546,0.6731539782484258,15.027173913043478,0.7525320729237002,19.502588341210895,0.0,95.01785778258015,7.0
NAUKRI,2018.0,50.708502024291505,22.16599190283401,24.49877750611247,0.0004889975550122249,124.0,0.38058551617873654,19.298921417565484,0.0,94.50620094796946,7.0
SIEMENS,2016.0,26.889360524130296,9.421426594075852,42.83404380420402,0.003674849331177422,379.72727272727275,0.9041381611880527,24.311696979809778,0.0,94.03510130814409,8.0
NAUKRI,2019.0,51.433536055603824,0.7819287576020852,23.27959103421156,0.00039323633503735744,106.57142857142857,0.36092819065537785,18.563813107557227,0.0,93.27694019737261,10.0
TCS,2014.0,23.630651884267014,30.746005940666677,39.29667649151337,0.006037198902327472,686.9230769230769,1.224154184560595,28.927561388020173,0.0,91.85488976380056,8.0
TCS,2022.0,20.051211448001087,27.669305464292794,43.13375739014349,0.08770571803587655,72.79974489795919,1.3606908688371038,27.283500326417077,0.0,90.46846916456164,7.0
